feature,parameter,sensitivity,abs_sensitivity,direction
DC shape_raw[61],scaling_OOH_OH,-0.0002284422331250453,0.0002284422331250453,negative
DC shape_raw[61],E0_pre,8.662514595385762e-05,8.662514595385762e-05,positive
DC shape_raw[61],Cdl,0.07969259656212732,0.07969259656212732,positive
DC shape_raw[61],Ru,-9.072610382116594e-06,9.072610382116594e-06,negative
DC shape_raw[61],A,8.031307622821405e-05,8.031307622821405e-05,positive
DC shape_raw[62],k0_1,-2.3762175179806534e-05,2.3762175179806534e-05,negative
DC shape_raw[62],k0_2,7.164481847570295e-08,7.164481847570295e-08,positive
DC shape_raw[62],k0_3,2.783110202535864e-05,2.783110202535864e-05,positive
DC shape_raw[62],k0_4,-1.8833719801660325e-09,1.8833719801660325e-09,negative
DC shape_raw[62],k0_pre,3.1134198580352683e-06,3.1134198580352683e-06,positive
DC shape_raw[62],gamma,4.2866574751819325e-05,4.2866574751819325e-05,positive
DC shape_raw[62],G_OH,-0.00010475373667171997,0.00010475373667171997,negative
DC shape_raw[62],G_O,0.00011500918967127404,0.00011500918967127404,positive
DC shape_raw[62],scaling_OOH_OH,-0.00023662358384038938,0.00023662358384038938,negative
DC shape_raw[62],E0_pre,0.0001021394515261445,0.0001021394515261445,positive
DC shape_raw[62],Cdl,0.08957145019029279,0.08957145019029279,positive
DC shape_raw[62],Ru,-8.951908191008872e-06,8.951908191008872e-06,negative
DC shape_raw[62],A,9.262771900057036e-05,9.262771900057036e-05,positive
DC shape_raw[63],k0_1,-2.5482048626812837e-05,2.5482048626812837e-05,negative
DC shape_raw[63],k0_2,6.504571496920926e-08,6.504571496920926e-08,positive
DC shape_raw[63],k0_3,2.847073308596032e-05,2.847073308596032e-05,positive
DC shape_raw[63],k0_4,1.0164712221073635e-09,1.0164712221073635e-09,positive
DC shape_raw[63],k0_pre,2.9540755539250434e-06,2.9540755539250434e-06,positive
DC shape_raw[63],gamma,4.832599858502022e-05,4.832599858502022e-05,positive
DC shape_raw[63],G_OH,-9.887307571535028e-05,9.887307571535028e-05,negative
DC shape_raw[63],G_O,0.0001159984705142129,0.0001159984705142129,positive
DC shape_raw[63],scaling_OOH_OH,-0.00024198197733757296,0.00024198197733757296,negative
DC shape_raw[63],E0_pre,0.00011667461039909396,0.00011667461039909396,positive
DC shape_raw[63],Cdl,0.09851901963273461,0.09851901963273461,positive
DC shape_raw[63],Ru,-8.724261119174844e-06,8.724261119174844e-06,negative
DC shape_raw[63],A,0.00010402383852437273,0.00010402383852437273,positive
DC shape_raw[64],k0_1,-2.6956585819039997e-05,2.6956585819039997e-05,negative
DC shape_raw[64],k0_2,5.7656709848638526e-08,5.7656709848638526e-08,positive
DC shape_raw[64],k0_3,2.8781202089286773e-05,2.8781202089286773e-05,positive
DC shape_raw[64],k0_4,4.016267949729543e-09,4.016267949729543e-09,positive
DC shape_raw[64],k0_pre,2.7656094455217622e-06,2.7656094455217622e-06,positive
DC shape_raw[64],gamma,5.326657208823587e-05,5.326657208823587e-05,positive
DC shape_raw[64],G_OH,-9.184442807378887e-05,9.184442807378887e-05,negative
DC shape_raw[64],G_O,0.00011567534035413288,0.00011567534035413288,positive
DC shape_raw[64],scaling_OOH_OH,-0.00024454422537281624,0.00024454422537281624,negative
DC shape_raw[64],E0_pre,0.00013008871458914702,0.00013008871458914702,positive
DC shape_raw[64],Cdl,0.10644534996230147,0.10644534996230147,positive
DC shape_raw[64],Ru,-8.394966597178687e-06,8.394966597178687e-06,negative
DC shape_raw[64],A,0.00011439426716814107,0.00011439426716814107,positive
DC shape_raw[65],k0_1,-2.817128279595007e-05,2.817128279595007e-05,negative
DC shape_raw[65],k0_2,4.95889152428389e-08,4.95889152428389e-08,positive
DC shape_raw[65],k0_3,2.876889382629417e-05,2.876889382629417e-05,positive
DC shape_raw[65],k0_4,7.096529699033325e-09,7.096529699033325e-09,positive
DC shape_raw[65],k0_pre,2.5498400516181196e-06,2.5498400516181196e-06,positive
DC shape_raw[65],gamma,5.7649572380657644e-05,5.7649572380657644e-05,positive
DC shape_raw[65],G_OH,-8.377055681491398e-05,8.377055681491398e-05,negative
DC shape_raw[65],G_O,0.00011407746957451927,0.00011407746957451927,positive
DC shape_raw[65],scaling_OOH_OH,-0.0002443652874522719,0.0002443652874522719,negative
DC shape_raw[65],E0_pre,0.0001422506229557432,0.0001422506229557432,positive
DC shape_raw[65],Cdl,0.11327019259361366,0.11327019259361366,positive
DC shape_raw[65],Ru,-7.970351889972722e-06,7.970351889972722e-06,negative
DC shape_raw[65],A,0.00012364176412309007,0.00012364176412309007,positive
DC shape_raw[66],k0_1,-2.9114141361035077e-05,2.9114141361035077e-05,negative
DC shape_raw[66],k0_2,4.096153531975595e-08,4.096153531975595e-08,positive
DC shape_raw[66],k0_3,2.844333068513619e-05,2.844333068513619e-05,positive
DC shape_raw[66],k0_4,1.0236883319845305e-08,1.0236883319845305e-08,positive
DC shape_raw[66],k0_pre,2.3088551753337566e-06,2.3088551753337566e-06,positive
DC shape_raw[66],gamma,6.144166875281377e-05,6.144166875281377e-05,positive
DC shape_raw[66],G_OH,-7.476442261685768e-05,7.476442261685768e-05,negative
DC shape_raw[66],G_O,0.00011125493094892694,0.00011125493094892694,positive
