feature,parameter,sensitivity,abs_sensitivity,direction
DC shape_raw[5433],k0_2,0.00017507680256021675,0.00017507680256021675,positive
DC shape_raw[5433],k0_3,0.0947010631816783,0.0947010631816783,positive
DC shape_raw[5433],k0_4,-2.3115558063775018e-07,2.3115558063775018e-07,negative
DC shape_raw[5433],k0_pre,-3.4338944891727584e-06,3.4338944891727584e-06,negative
DC shape_raw[5433],gamma,0.0942768466611563,0.0942768466611563,positive
DC shape_raw[5433],G_OH,-0.0023083048475761843,0.0023083048475761843,negative
DC shape_raw[5433],G_O,0.0023828312485535776,0.0023828312485535776,positive
DC shape_raw[5433],scaling_OOH_OH,-0.8021256704748694,0.8021256704748694,negative
DC shape_raw[5433],E0_pre,0.00010301906122840617,0.00010301906122840617,positive
DC shape_raw[5433],Cdl,-0.0668619649083136,0.0668619649083136,negative
DC shape_raw[5433],Ru,-0.015223445982111753,0.015223445982111753,negative
DC shape_raw[5433],A,0.04093940243266352,0.04093940243266352,positive
DC shape_raw[5434],k0_1,-5.5412933839859786e-06,5.5412933839859786e-06,negative
DC shape_raw[5434],k0_2,0.0001752552547758392,0.0001752552547758392,positive
DC shape_raw[5434],k0_3,0.09476415266476827,0.09476415266476827,positive
DC shape_raw[5434],k0_4,-2.3386537227941442e-07,2.3386537227941442e-07,negative
DC shape_raw[5434],k0_pre,-3.920942886129726e-06,3.920942886129726e-06,negative
DC shape_raw[5434],gamma,0.09433910866131351,0.09433910866131351,positive
DC shape_raw[5434],G_OH,-0.0025295121190894642,0.0025295121190894642,negative
DC shape_raw[5434],G_O,0.0026019605039876606,0.0026019605039876606,positive
DC shape_raw[5434],scaling_OOH_OH,-0.8026633760151618,0.8026633760151618,negative
DC shape_raw[5434],E0_pre,9.494847827433687e-05,9.494847827433687e-05,positive
DC shape_raw[5434],Cdl,-0.07520834720950842,0.07520834720950842,negative
DC shape_raw[5434],Ru,-0.015241612135498248,0.015241612135498248,negative
DC shape_raw[5434],A,0.040959627864498256,0.040959627864498256,positive
DC shape_raw[5435],k0_1,-3.5041764289880753e-06,3.5041764289880753e-06,negative
DC shape_raw[5435],k0_2,0.0001754342316445234,0.0001754342316445234,positive
DC shape_raw[5435],k0_3,0.09482725330402633,0.09482725330402633,positive
DC shape_raw[5435],k0_4,-2.3560828662935824e-07,2.3560828662935824e-07,negative
DC shape_raw[5435],k0_pre,-4.369945067100631e-06,4.369945067100631e-06,negative
DC shape_raw[5435],gamma,0.09440098339702953,0.09440098339702953,positive
DC shape_raw[5435],G_OH,-0.002751482420334551,0.002751482420334551,negative
DC shape_raw[5435],G_O,0.0028211491739583276,0.0028211491739583276,positive
DC shape_raw[5435],scaling_OOH_OH,-0.803201164151144,0.803201164151144,negative
DC shape_raw[5435],E0_pre,8.595354982080948e-05,8.595354982080948e-05,positive
DC shape_raw[5435],Cdl,-0.0841189551217492,0.0841189551217492,negative
DC shape_raw[5435],Ru,-0.015259812401384534,0.015259812401384534,negative
DC shape_raw[5435],A,0.0409791369311453,0.0409791369311453,positive
DC shape_raw[5436],k0_1,-1.431893265111009e-06,1.431893265111009e-06,negative
DC shape_raw[5436],k0_2,0.00017561369245693988,0.00017561369245693988,positive
DC shape_raw[5436],k0_3,0.09489036498813108,0.09489036498813108,positive
DC shape_raw[5436],k0_4,-2.364196943345901e-07,2.364196943345901e-07,negative
DC shape_raw[5436],k0_pre,-4.776707006826478e-06,4.776707006826478e-06,negative
DC shape_raw[5436],gamma,0.09446248471013628,0.09446248471013628,positive
DC shape_raw[5436],G_OH,-0.00297418710508941,0.00297418710508941,negative
DC shape_raw[5436],G_O,0.0030403955191505294,0.0030403955191505294,positive
DC shape_raw[5436],scaling_OOH_OH,-0.803739034678253,0.803739034678253,negative
DC shape_raw[5436],E0_pre,7.612174052428303e-05,7.612174052428303e-05,positive
DC shape_raw[5436],Cdl,-0.0935099107568199,0.0935099107568199,negative
DC shape_raw[5436],Ru,-0.015278045536643468,0.015278045536643468,negative
DC shape_raw[5436],A,0.04099800555021359,0.04099800555021359,positive
DC shape_raw[5437],k0_1,6.5555807822252e-07,6.5555807822252e-07,positive
DC shape_raw[5437],k0_2,0.00017579359626630932,0.00017579359626630932,positive
DC shape_raw[5437],k0_3,0.0949534876602717,0.0949534876602717,positive
DC shape_raw[5437],k0_4,-2.3634236810593867e-07,2.3634236810593867e-07,negative
DC shape_raw[5437],k0_pre,-5.13744699717189e-06,5.13744699717189e-06,negative
DC shape_raw[5437],gamma,0.09452363023132127,0.09452363023132127,positive
DC shape_raw[5437],G_OH,-0.0031975911986795846,0.0031975911986795846,negative
DC shape_raw[5437],G_O,0.0032596980143509086,0.0032596980143509086,positive
DC shape_raw[5437],scaling_OOH_OH,-0.8042769879168339,0.8042769879168339,negative
DC shape_raw[5437],E0_pre,6.554867669345247e-05,6.554867669345247e-05,positive
DC shape_raw[5437],Cdl,-0.10329295227148273,0.10329295227148273,negative
DC shape_raw[5437],Ru,-0.015296310080396652,0.015296310080396652,negative
DC shape_raw[5437],A,0.04101631589598219,0.04101631589598219,positive
DC shape_raw[5438],k0_1,2.7380331660793993e-06,2.7380331660793993e-06,positive
DC shape_raw[5438],k0_2,0.00017597390210625336,0.00017597390210625336,positive
DC shape_raw[5438],k0_3,0.09501662131938848,0.09501662131938848,positive
DC shape_raw[5438],k0_4,-2.3542598767098476e-07,2.3542598767098476e-07,negative
DC shape_raw[5438],k0_pre,-5.4488315694234156e-06,5.4488315694234156e-06,negative
DC shape_raw[5438],gamma,0.09458444120824802,0.09458444120824802,positive
DC shape_raw[5438],G_OH,-0.003421653738267892,0.003421653738267892,negative
DC shape_raw[5438],G_O,0.003479055363090196,0.003479055363090196,positive
DC shape_raw[5438],scaling_OOH_OH,-0.8048150247174372,0.8048150247174372,negative
DC shape_raw[5438],E0_pre,5.433721929693893e-05,5.433721929693893e-05,positive
DC shape_raw[5438],Cdl,-0.11337628815914641,0.11337628815914641,negative
DC shape_raw[5438],Ru,-0.015314604368227864,0.015314604368227864,negative
DC shape_raw[5438],A,0.041034155602416654,0.041034155602416654,positive
DC shape_raw[5439],k0_1,4.79543586631878e-06,4.79543586631878e-06,positive
DC shape_raw[5439],k0_2,0.00017615456919404894,0.00017615456919404894,positive
DC shape_raw[5439],k0_3,0.09507976602085856,0.09507976602085856,positive
DC shape_raw[5439],k0_4,-2.3372659442736075e-07,2.3372659442736075e-07,negative
DC shape_raw[5439],k0_pre,-5.708007051758365e-06,5.708007051758365e-06,negative
DC shape_raw[5439],gamma,0.09464494229861023,0.09464494229861023,positive
DC shape_raw[5439],G_OH,-0.003646328171208671,0.003646328171208671,negative
DC shape_raw[5439],G_O,0.0036984665102630094,0.0036984665102630094,positive
DC shape_raw[5439],scaling_OOH_OH,-0.8053531464610584,0.8053531464610584,negative
DC shape_raw[5439],E0_pre,4.25964665948951e-05,4.25964665948951e-05,positive
DC shape_raw[5439],Cdl,-0.12366548354260451,0.12366548354260451,negative
DC shape_raw[5439],Ru,-0.015332926548368377,0.015332926548368377,negative
DC shape_raw[5439],A,0.04105161691337528,0.04105161691337528,positive
DC shape_raw[5440],k0_1,6.80791255901011e-06,6.80791255901011e-06,positive
DC shape_raw[5440],k0_2,0.00017633555712655025,0.00017633555712655025,positive
DC shape_raw[5440],k0_3,0.09514292187663446,0.09514292187663446,positive
DC shape_raw[5440],k0_4,-2.31305994014686e-07,2.31305994014686e-07,negative
DC shape_raw[5440],k0_pre,-5.912626469132125e-06,5.912626469132125e-06,negative
DC shape_raw[5440],gamma,0.09470516133013784,0.09470516133013784,positive
DC shape_raw[5440],G_OH,-0.0038715628075995383,0.0038715628075995383,negative
DC shape_raw[5440],G_O,0.003917930652605797,0.003917930652605797,positive
DC shape_raw[5440],scaling_OOH_OH,-0.8058913550542924,0.8058913550542924,negative
DC shape_raw[5440],E0_pre,3.0440696018156623e-05,3.0440696018156623e-05,positive
DC shape_raw[5440],Cdl,-0.13406437057620893,0.13406437057620893,negative
DC shape_raw[5440],Ru,-0.015351274599699068,0.015351274599699068,negative
DC shape_raw[5440],A,0.04106879578818359,0.04106879578818359,positive
DC shape_raw[5441],k0_1,8.75604396525315e-06,8.75604396525315e-06,positive
DC shape_raw[5441],k0_2,0.00017651682606261047,0.00017651682606261047,positive
DC shape_raw[5441],k0_3,0.09520608905481497,0.09520608905481497,positive
DC shape_raw[5441],k0_4,-2.282311160564336e-07,2.282311160564336e-07,negative
DC shape_raw[5441],k0_pre,-6.060871526342093e-06,6.060871526342093e-06,negative
DC shape_raw[5441],gamma,0.09476512902990376,0.09476512902990376,positive
DC shape_raw[5441],G_OH,-0.004097301322588669,0.004097301322588669,negative
DC shape_raw[5441],G_O,0.004137447246923642,0.004137447246923642,positive
DC shape_raw[5441],scaling_OOH_OH,-0.8064296529194582,0.8064296529194582,negative
DC shape_raw[5441],E0_pre,1.798825554788697e-05,1.798825554788697e-05,positive
DC shape_raw[5441],Cdl,-0.14447597389307848,0.14447597389307848,negative
DC shape_raw[5441],Ru,-0.015369646351391658,0.015369646351391658,negative
DC shape_raw[5441],A,0.041085790971343565,0.041085790971343565,positive
DC shape_raw[5442],k0_1,1.0621032741988693e-05,1.0621032741988693e-05,positive
DC shape_raw[5442],k0_2,0.00017669833689659502,0.00017669833689659502,positive
DC shape_raw[5442],k0_3,0.09526926777867102,0.09526926777867102,positive
DC shape_raw[5442],k0_4,-2.2457333778748294e-07,2.2457333778748294e-07,negative
DC shape_raw[5442],k0_pre,-6.15146946573719e-06,6.15146946573719e-06,negative
DC shape_raw[5442],gamma,0.09482487872555864,0.09482487872555864,positive
DC shape_raw[5442],G_OH,-0.004323483303562846,0.004323483303562846,negative
DC shape_raw[5442],G_O,0.004357016015947013,0.004357016015947013,positive
DC shape_raw[5442],scaling_OOH_OH,-0.8069680429797579,0.8069680429797579,negative
DC shape_raw[5442],E0_pre,5.360415422586214e-06,5.360415422586214e-06,positive
DC shape_raw[5442],Cdl,-0.1548034421590964,0.1548034421590964,negative
DC shape_raw[5442],Ru,-0.01538803950399814,0.01538803950399814,negative
DC shape_raw[5442],A,0.04110270303530935,0.04110270303530935,positive
DC shape_raw[5443],k0_1,1.2384885036399035e-05,1.2384885036399035e-05,positive
DC shape_raw[5443],k0_2,0.00017688005141839463,0.00017688005141839463,positive
DC shape_raw[5443],k0_3,0.09533245832512711,0.09533245832512711,positive
DC shape_raw[5443],k0_4,-2.2040777458259516e-07,2.2040777458259516e-07,negative
DC shape_raw[5443],k0_pre,-6.183704645932947e-06,6.183704645932947e-06,negative
DC shape_raw[5443],gamma,0.09488444602140968,0.09488444602140968,positive
DC shape_raw[5443],G_OH,-0.00455004483687692,0.00455004483687692,negative
DC shape_raw[5443],G_O,0.004576636951773248,0.004576636951773248,positive
DC shape_raw[5443],scaling_OOH_OH,-0.8075065286396281,0.8075065286396281,negative
DC shape_raw[5443],E0_pre,-7.319808764815222e-06,7.319808764815222e-06,negative
DC shape_raw[5443],Cdl,-0.16495097668331427,0.16495097668331427,negative
DC shape_raw[5443],Ru,-0.015406451651784645,0.015406451651784645,negative
DC shape_raw[5443],A,0.04111963340567485,0.04111963340567485,positive
DC shape_raw[5444],k0_1,1.4030584232695245e-05,1.4030584232695245e-05,positive
DC shape_raw[5444],k0_2,0.00017706193246076082,0.00017706193246076082,positive
DC shape_raw[5444],k0_3,0.09539566102271332,0.09539566102271332,positive
DC shape_raw[5444],k0_4,-2.1581254266247573e-07,2.1581254266247573e-07,negative
DC shape_raw[5444],k0_pre,-6.157424732366859e-06,6.157424732366859e-06,negative
DC shape_raw[5444],gamma,0.09494386845249939,0.09494386845249939,positive
DC shape_raw[5444],G_OH,-0.00477691912840702,0.00477691912840702,negative
DC shape_raw[5444],G_O,0.004796310316817383,0.004796310316817383,positive
DC shape_raw[5444],scaling_OOH_OH,-0.8080451137604571,0.8080451137604571,negative
DC shape_raw[5444],E0_pre,-1.992885010531671e-05,1.992885010531671e-05,negative
DC shape_raw[5444],Cdl,-0.17482474859506353,0.17482474859506353,negative
DC shape_raw[5444],Ru,-0.015424880306089732,0.015424880306089732,negative
DC shape_raw[5444],A,0.041136683378175734,0.041136683378175734,positive
DC shape_raw[5445],k0_1,1.5542255230649578e-05,1.5542255230649578e-05,positive
DC shape_raw[5445],k0_2,0.00017724394403608801,0.00017724394403608801,positive
DC shape_raw[5445],k0_3,0.09545887624901432,0.09545887624901432,positive
DC shape_raw[5445],k0_4,-2.1086800295460689e-07,2.1086800295460689e-07,negative
DC shape_raw[5445],k0_pre,-6.073041442678643e-06,6.073041442678643e-06,negative
DC shape_raw[5445],gamma,0.09500318512004101,0.09500318512004101,positive
DC shape_raw[5445],G_OH,-0.005004037151914543,0.005004037151914543,negative
DC shape_raw[5445],G_O,0.00501603664228877,0.00501603664228877,positive
DC shape_raw[5445],scaling_OOH_OH,-0.8085838026318909,0.8085838026318909,negative
DC shape_raw[5445],E0_pre,-3.23437899858272e-05,3.23437899858272e-05,negative
DC shape_raw[5445],Cdl,-0.18433379532713542,0.18433379532713542,negative
DC shape_raw[5445],Ru,-0.015443322919482711,0.015443322919482711,negative
DC shape_raw[5445],A,0.041153953137092594,0.041153953137092594,positive
DC shape_raw[5446],k0_1,1.690531765635839e-05,1.690531765635839e-05,positive
DC shape_raw[5446],k0_2,0.00017742605146003825,0.00017742605146003825,positive
DC shape_raw[5446],k0_3,0.09552210442763284,0.09552210442763284,positive
DC shape_raw[5446],k0_4,-2.0565599104287368e-07,2.0565599104287368e-07,negative
DC shape_raw[5446],k0_pre,-5.931525852603215e-06,5.931525852603215e-06,negative
DC shape_raw[5446],gamma,0.09506243631176362,0.09506243631176362,positive
DC shape_raw[5446],G_OH,-0.005231328318895059,0.005231328318895059,negative
DC shape_raw[5446],G_O,0.005235816724130783,0.005235816724130783,positive
DC shape_raw[5446],scaling_OOH_OH,-0.8091225999389998,0.8091225999389998,negative
DC shape_raw[5446],E0_pre,-4.444355159414827e-05,4.444355159414827e-05,negative
DC shape_raw[5446],Cdl,-0.19339088767703955,0.19339088767703955,negative
DC shape_raw[5446],Ru,-0.015461776910484852,0.015461776910484852,negative
DC shape_raw[5446],A,0.0411715407844894,0.0411715407844894,positive
DC shape_raw[5447],k0_1,1.810662653297767e-05,1.810662653297767e-05,positive
DC shape_raw[5447],k0_2,0.00017760822146324192,0.00017760822146324192,positive
DC shape_raw[5447],k0_3,0.09558534602470548,0.09558534602470548,positive
DC shape_raw[5447],k0_4,-2.0025904136082866e-07,2.0025904136082866e-07,negative
DC shape_raw[5447],k0_pre,-5.734398303698857e-06,5.734398303698857e-06,negative
DC shape_raw[5447],gamma,0.09512166311085682,0.09512166311085682,positive
DC shape_raw[5447],G_OH,-0.005458721163423923,0.005458721163423923,negative
DC shape_raw[5447],G_O,0.005455651616537386,0.005455651616537386,positive
DC shape_raw[5447],scaling_OOH_OH,-0.8096615107256258,0.8096615107256258,negative
DC shape_raw[5447],E0_pre,-5.6110075800811466e-05,5.6110075800811466e-05,negative
DC shape_raw[5447],Cdl,-0.20191336003128849,0.20191336003128849,negative
DC shape_raw[5447],Ru,-0.015480239688613973,0.015480239688613973,negative
DC shape_raw[5447],A,0.04118954138977403,0.04118954138977403,positive
DC shape_raw[5448],k0_1,1.913459905149077e-05,1.913459905149077e-05,positive
DC shape_raw[5448],k0_2,0.00017779042228956724,0.00017779042228956724,positive
DC shape_raw[5448],k0_3,0.09564860154499806,0.09564860154499806,positive
DC shape_raw[5448],k0_4,-1.9475960446361747e-07,1.9475960446361747e-07,negative
DC shape_raw[5448],k0_pre,-5.4837130241316665e-06,5.4837130241316665e-06,negative
DC shape_raw[5448],gamma,0.09518090699730918,0.09518090699730918,positive
DC shape_raw[5448],G_OH,-0.005686144035328047,0.005686144035328047,negative
DC shape_raw[5448],G_O,0.0056755426229892995,0.0056755426229892995,positive
DC shape_raw[5448],scaling_OOH_OH,-0.8102005403542333,0.8102005403542333,negative
DC shape_raw[5448],E0_pre,-6.722946794502227e-05,6.722946794502227e-05,negative
DC shape_raw[5448],Cdl,-0.20982389449674094,0.20982389449674094,negative
DC shape_raw[5448],Ru,-0.015498708679509657,0.015498708679509657,negative
DC shape_raw[5448],A,0.041208046068721194,0.041208046068721194,positive
DC shape_raw[5449],k0_1,1.997932622451773e-05,1.997932622451773e-05,positive
DC shape_raw[5449],k0_2,0.00017797262378486394,0.00017797262378486394,positive
DC shape_raw[5449],k0_3,0.09571187152762262,0.09571187152762262,positive
DC shape_raw[5449],k0_4,-1.8923927786847047e-07,1.8923927786847047e-07,negative
DC shape_raw[5449],k0_pre,-5.182037608549725e-06,5.182037608549725e-06,negative
DC shape_raw[5449],gamma,0.09524020944552333,0.09524020944552333,positive
DC shape_raw[5449],G_OH,-0.0059135257949749255,0.0059135257949749255,negative
DC shape_raw[5449],G_O,0.005895491284996893,0.005895491284996893,positive
DC shape_raw[5449],scaling_OOH_OH,-0.8107396944626609,0.8107396944626609,negative
DC shape_raw[5449],E0_pre,-7.769310439688755e-05,7.769310439688755e-05,negative
DC shape_raw[5449],Cdl,-0.21705125278549067,0.21705125278549067,negative
DC shape_raw[5449],Ru,-0.015517181349893666,0.015517181349893666,negative
DC shape_raw[5449],A,0.04122714110094011,0.04122714110094011,positive
DC shape_raw[5450],k0_1,2.0632668339668132e-05,2.0632668339668132e-05,positive
DC shape_raw[5450],k0_2,0.00017815479747200177,0.00017815479747200177,positive
DC shape_raw[5450],k0_3,0.09577515654142256,0.09577515654142256,positive
DC shape_raw[5450],k0_4,-1.8377804107540865e-07,1.8377804107540865e-07,negative
DC shape_raw[5450],k0_pre,-4.832427567222677e-06,4.832427567222677e-06,negative
DC shape_raw[5450],gamma,0.09529961152210355,0.09529961152210355,positive
DC shape_raw[5450],G_OH,-0.006140796502931323,0.006140796502931323,negative
DC shape_raw[5450],G_O,0.006115499368537447,0.006115499368537447,positive
DC shape_raw[5450],scaling_OOH_OH,-0.8112789789181918,0.8112789789181918,negative
DC shape_raw[5450],E0_pre,-8.739868821011019e-05,8.739868821011019e-05,negative
DC shape_raw[5450],Cdl,-0.22353094787756386,0.22353094787756386,negative
DC shape_raw[5450],Ru,-0.015535655232124293,0.015535655232124293,negative
DC shape_raw[5450],A,0.04124690709426741,0.04124690709426741,positive
DC shape_raw[5451],k0_1,2.1088333297929964e-05,2.1088333297929964e-05,positive
DC shape_raw[5451],k0_2,0.00017833691661549232,0.00017833691661549232,positive
DC shape_raw[5451],k0_3,0.09583845718005875,0.09583845718005875,positive
DC shape_raw[5451],k0_4,-1.784535142986761e-07,1.784535142986761e-07,negative
DC shape_raw[5451],k0_pre,-4.438396190668223e-06,4.438396190668223e-06,negative
DC shape_raw[5451],gamma,0.09535915348773247,0.09535915348773247,positive
DC shape_raw[5451],G_OH,-0.006367888097804272,0.006367888097804272,negative
DC shape_raw[5451],G_O,0.006335568848406758,0.006335568848406758,positive
DC shape_raw[5451],scaling_OOH_OH,-0.8118183997693423,0.8118183997693423,negative
DC shape_raw[5451],E0_pre,-9.625124354767229e-05,9.625124354767229e-05,negative
DC shape_raw[5451],Cdl,-0.22920584960694365,0.22920584960694365,negative
DC shape_raw[5451],Ru,-0.015554127948105914,0.015554127948105914,negative
DC shape_raw[5451],A,0.04126741820426145,0.04126741820426145,positive
DC shape_raw[5452],k0_1,2.1341937085683662e-05,2.1341937085683662e-05,positive
DC shape_raw[5452],k0_2,0.00017851895627795636,0.00017851895627795636,positive
DC shape_raw[5452],k0_3,0.09590177405686129,0.09590177405686129,positive
DC shape_raw[5452],k0_4,-1.733402378251334e-07,1.733402378251334e-07,negative
DC shape_raw[5452],k0_pre,-4.00388002656078e-06,4.00388002656078e-06,negative
DC shape_raw[5452],gamma,0.09541887440699412,0.09541887440699412,positive
DC shape_raw[5452],G_OH,-0.006594735055683998,0.006594735055683998,negative
DC shape_raw[5452],G_O,0.006555701890532712,0.006555701890532712,positive
DC shape_raw[5452],scaling_OOH_OH,-0.8123579631958736,0.8123579631958736,negative
DC shape_raw[5452],E0_pre,-0.0001041640392722954,0.0001041640392722954,negative
DC shape_raw[5452],Cdl,-0.23402671823233795,0.23402671823233795,negative
DC shape_raw[5452],Ru,-0.015572597232321359,0.015572597232321359,negative
DC shape_raw[5452],A,0.04128874141624603,0.04128874141624603,positive
DC shape_raw[5453],k0_1,2.139104579257583e-05,2.139104579257583e-05,positive
DC shape_raw[5453],k0_2,0.00017870089335993844,0.00017870089335993844,positive
DC shape_raw[5453],k0_3,0.09596510779948199,0.09596510779948199,positive
DC shape_raw[5453],k0_4,-1.685089831696941e-07,1.685089831696941e-07,negative
DC shape_raw[5453],k0_pre,-3.5332003053953235e-06,3.5332003053953235e-06,negative
DC shape_raw[5453],gamma,0.09547881176992513,0.09547881176992513,positive
DC shape_raw[5453],G_OH,-0.006821275024837223,0.006821275024837223,negative
DC shape_raw[5453],G_O,0.0067759008324951514,0.0067759008324951514,positive
DC shape_raw[5453],scaling_OOH_OH,-0.8128976754574612,0.8128976754574612,negative
DC shape_raw[5453],E0_pre,-0.00011105943271592912,0.00011105943271592912,negative
DC shape_raw[5453],Cdl,-0.2379526610960461,0.2379526610960461,negative
DC shape_raw[5453],Ru,-0.015591060953764061,0.015591060953764061,negative
DC shape_raw[5453],A,0.04131093589696663,0.04131093589696663,positive
DC shape_raw[5454],k0_1,2.1235198782380888e-05,2.1235198782380888e-05,positive
DC shape_raw[5454],k0_2,0.00017888270663814584,0.00017888270663814584,positive
DC shape_raw[5454],k0_3,0.0960284590444125,0.0960284590444125,positive
DC shape_raw[5454],k0_4,-1.640260990430414e-07,1.640260990430414e-07,negative
DC shape_raw[5454],k0_pre,-3.031020696676509e-06,3.031020696676509e-06,negative
DC shape_raw[5454],gamma,0.09553900112897587,0.09553900112897587,positive
DC shape_raw[5454],G_OH,-0.007047449429451815,0.007047449429451815,negative
DC shape_raw[5454],G_O,0.006996168162364389,0.006996168162364389,positive
DC shape_raw[5454],scaling_OOH_OH,-0.8134375428415436,0.8134375428415436,negative
DC shape_raw[5454],E0_pre,-0.00011686962544315614,0.00011686962544315614,negative
DC shape_raw[5454],Cdl,-0.24095150804430826,0.24095150804430826,negative
DC shape_raw[5454],Ru,-0.015609517136557387,0.015609517136557387,negative
DC shape_raw[5454],A,0.041334052422057045,0.041334052422057045,positive
DC shape_raw[5455],k0_1,2.0875912789474457e-05,2.0875912789474457e-05,positive
DC shape_raw[5455],k0_2,0.00017906437678744588,0.00017906437678744588,positive
DC shape_raw[5455],k0_3,0.0960918284314139,0.0960918284314139,positive
DC shape_raw[5455],k0_4,-1.5995289980677287e-07,1.5995289980677287e-07,negative
DC shape_raw[5455],k0_pre,-2.502301798578375e-06,2.502301798578375e-06,negative
DC shape_raw[5455],gamma,0.09559947575488914,0.09559947575488914,positive
DC shape_raw[5455],G_OH,-0.007273204036632882,0.007273204036632882,negative
DC shape_raw[5455],G_O,0.0072165064961074886,0.0072165064961074886,positive
DC shape_raw[5455],scaling_OOH_OH,-0.8139775716108101,0.8139775716108101,negative
DC shape_raw[5455],E0_pre,-0.0001215373236611585,0.0001215373236611585,negative
DC shape_raw[5455],Cdl,-0.24300010195067087,0.24300010195067087,negative
DC shape_raw[5455],Ru,-0.01562796397906056,0.01562796397906056,negative
DC shape_raw[5455],A,0.04135813288486521,0.04135813288486521,positive
DC shape_raw[5456],k0_1,2.0316666908778727e-05,2.0316666908778727e-05,positive
DC shape_raw[5456],k0_2,0.00017924588639820367,0.00017924588639820367,positive
DC shape_raw[5456],k0_3,0.09615521659791536,0.09615521659791536,positive
DC shape_raw[5456],k0_4,-1.563450978550639e-07,1.563450978550639e-07,negative
DC shape_raw[5456],k0_pre,-1.9522528137713063e-06,1.9522528137713063e-06,negative
DC shape_raw[5456],gamma,0.09566026631483782,0.09566026631483782,positive
DC shape_raw[5456],G_OH,-0.0074984894811495825,0.0074984894811495825,negative
DC shape_raw[5456],G_O,0.0074369185537154735,0.0074369185537154735,positive
DC shape_raw[5456],scaling_OOH_OH,-0.8145177679508785,0.8145177679508785,negative
DC shape_raw[5456],E0_pre,-0.0001250162968534479,0.0001250162968534479,negative
DC shape_raw[5456],Cdl,-0.24408450168846194,0.24408450168846194,negative
DC shape_raw[5456],Ru,-0.015646399871277732,0.015646399871277732,negative
DC shape_raw[5456],A,0.04138320989141597,0.04138320989141597,positive
DC shape_raw[5457],k0_1,1.9562868630695543e-05,1.9562868630695543e-05,positive
DC shape_raw[5457],k0_2,0.00017942721998567032,0.00017942721998567032,positive
DC shape_raw[5457],k0_3,0.09621862417343664,0.09621862417343664,positive
DC shape_raw[5457],k0_4,-1.5325228814622307e-07,1.5325228814622307e-07,negative
DC shape_raw[5457],k0_pre,-1.3862808695266854e-06,1.3862808695266854e-06,negative
DC shape_raw[5457],gamma,0.0957214005759404,0.0957214005759404,positive
DC shape_raw[5457],G_OH,-0.007723261742872873,0.007723261742872873,negative
DC shape_raw[5457],G_O,0.0076574071343471495,0.0076574071343471495,positive
DC shape_raw[5457],scaling_OOH_OH,-0.8150581379185934,0.8150581379185934,negative
DC shape_raw[5457],E0_pre,-0.00012727182926704027,0.00012727182926704027,negative
DC shape_raw[5457],Cdl,-0.24420009627214556,0.24420009627214556,negative
DC shape_raw[5457],Ru,-0.01566482341039921,0.01566482341039921,negative
DC shape_raw[5457],A,0.0414093064454055,0.0414093064454055,positive
DC shape_raw[5458],k0_1,1.8621801249756458e-05,1.8621801249756458e-05,positive
DC shape_raw[5458],k0_2,0.00017960836398964053,0.00017960836398964053,positive
DC shape_raw[5458],k0_3,0.0962820517740898,0.0962820517740898,positive
DC shape_raw[5458],k0_4,-1.507174879679042e-07,1.507174879679042e-07,negative
DC shape_raw[5458],k0_pre,-8.099384878366837e-07,8.099384878366837e-07,negative
DC shape_raw[5458],gamma,0.09578290313701462,0.09578290313701462,positive
DC shape_raw[5458],G_OH,-0.007947482572256599,0.007947482572256599,negative
DC shape_raw[5458],G_O,0.007877975090646831,0.007877975090646831,positive
DC shape_raw[5458],scaling_OOH_OH,-0.8155986873915132,0.8155986873915132,negative
DC shape_raw[5458],E0_pre,-0.00012828105974506743,0.00012828105974506743,negative
DC shape_raw[5458],Cdl,-0.24335162827524623,0.24335162827524623,negative
DC shape_raw[5458],Ru,-0.015683233414326973,0.015683233414326973,negative
DC shape_raw[5458],A,0.04143643572625349,0.04143643572625349,positive
DC shape_raw[5459],k0_1,1.7502553161704463e-05,1.7502553161704463e-05,positive
DC shape_raw[5459],k0_2,0.00017978930676684567,0.00017978930676684567,positive
DC shape_raw[5459],k0_3,0.09634549999721129,0.09634549999721129,positive
DC shape_raw[5459],k0_4,-1.4877673549943702e-07,1.4877673549943702e-07,negative
DC shape_raw[5459],k0_pre,-2.2886970141859133e-07,2.2886970141859133e-07,negative
DC shape_raw[5459],gamma,0.09584479519117897,0.09584479519117897,positive
DC shape_raw[5459],G_OH,-0.0081711198598164,0.0081711198598164,negative
DC shape_raw[5459],G_O,0.008098625302552205,0.008098625302552205,positive
DC shape_raw[5459],scaling_OOH_OH,-0.8161394220189923,0.8161394220189923,negative
DC shape_raw[5459],E0_pre,-0.00012803320673768445,0.00012803320673768445,negative
DC shape_raw[5459],Cdl,-0.2415531271696297,0.2415531271696297,negative
DC shape_raw[5459],Ru,-0.015701628933052218,0.015701628933052218,negative
DC shape_raw[5459],A,0.041464600962394786,0.041464600962394786,positive
DC shape_raw[5460],k0_1,1.6215929737166656e-05,1.6215929737166656e-05,positive
DC shape_raw[5460],k0_2,0.00017997003858149715,0.00017997003858149715,positive
DC shape_raw[5460],k0_3,0.09640896941617984,0.09640896941617984,positive
DC shape_raw[5460],k0_4,-1.474587482677259e-07,1.474587482677259e-07,negative
DC shape_raw[5460],k0_pre,3.512446529608125e-07,3.512446529608125e-07,positive
