dataset,dc_nrmse,fail_reason,h2_amp_err,h2_live_fraction,h2_phase_err,h2_weak,h3_amp_err,h3_live_fraction,h3_peak_shift,h3_phase_err,h3_weak,h4_amp_err,h4_live_fraction,h4_phase_err,h4_weak,p_E0_eff,p_gamma,p_k0,p_kf,sample,status,total_nrmse,verdict
FT8,9.365166550776925e-06,,0.0006321541540361521,1.0,0.0070087789146464075,0,0.004169109671033968,0.9981882745126458,0.0,0.014497790951070844,0,0.007769581254715118,0.9963765490252917,0.02394123585394725,0,1.6886408608406782,5.092473857959947e-09,3978.879865552287,448679.1153625785,18,ok,2.507437954623437e-05,PASS
FT2,0.00012765013508150041,,0.0014966075577367201,0.9962378030379238,0.038840043658689316,0,0.0023470425719054524,0.9677899607685344,7.605076811190159e-06,0.02525765111811928,0,0.003424556950785881,0.9995372698923649,0.049402301207123404,0,1.4085704443976284,3.40333424956277e-11,0.251875782206934,2.7312327811020802,19,ok,0.0006098613704460951,PASS
FT3,0.000319354826965201,,0.0012447465329021798,0.9879634475262671,0.021425656969010706,0,0.0025284185540263176,0.9955315808542329,0.0,0.025148243570816298,0,0.003887138090680431,0.9944849241173865,0.058290642550769434,0,1.4085704443976284,3.40333424956277e-11,0.251875782206934,2.7312327811020802,19,ok,0.0019218310648451214,PASS
FT4,8.725978844578374e-05,,0.0014461110811277878,1.0,0.0055398552016932,0,0.00184011767034806,0.9264996571059744,1.5249584872201183e-05,0.030105781351039695,0,0.002937667709271474,0.9784581870991166,0.03464069883738441,0,1.4085704443976284,3.40333424956277e-11,0.251875782206934,2.7312327811020802,19,ok,0.00041867677040527504,PASS
FT8,0.00014259018948212932,,0.002071978190529765,0.9898543372708167,0.029459859249399895,0,0.001782336808984908,0.9940575404014784,0.0,0.01268766885425232,0,0.002349142711900007,0.9769548518008552,0.047122058305359975,0,1.4085704443976284,3.40333424956277e-11,0.251875782206934,2.7312327811020802,19,ok,0.0009481839794168283,PASS
FT2,3.955993693846892e-05,,0.00021343326181092197,0.9930791670858062,0.0016545082950293333,0,0.00027141131182371436,0.9875867618951816,7.605076811412204e-06,0.0028646597026130705,0,0.0006116163368319899,0.988793883915099,0.004595780834346419,0,1.380689030047506,1.6110196114194368e-11,578.7485374317642,95.79169947702606,20,ok,0.00035421106500460755,PASS
FT3,4.444653004054828e-05,,0.0003596017927116451,0.9919085383036109,0.0008428453967335159,0,0.000294198067336211,0.98844651986635,3.043522369883256e-05,0.004140884000070665,0,0.0007031437430021848,0.9913449539068475,0.00872848590297215,0,1.380689030047506,1.6110196114194368e-11,578.7485374317642,95.79169947702606,20,ok,0.0008780970294846121,PASS
FT4,9.392914172582281e-06,,0.00015582568111049792,0.9926176933317197,0.001188235273130056,0,0.00018401598575284563,0.989148412602364,0.0,0.004299588997976667,0,0.00045312422439346253,0.9854774295050224,0.0036096713740869646,0,1.380689030047506,1.6110196114194368e-11,578.7485374317642,95.79169947702606,20,ok,6.357903725296411e-05,PASS
FT8,5.013274598516441e-05,,0.00019088995373305187,0.9920284078556417,0.0017277286815804427,0,0.00042291087392404107,0.9892383506051163,1.3696962318121564e-05,0.008300934989194708,0,0.0007185870392344353,0.9914486556996884,0.010777056813752184,0,1.380689030047506,1.6110196114194368e-11,578.7485374317642,95.79169947702606,20,ok,0.0005321239859445926,PASS
FT2,8.307630149481252e-05,,0.00042979807626626577,0.5366462126546625,0.012777705645491522,0,0.0014684339777600707,0.5379941655769037,7.605076811412204e-06,0.02415520778440161,0,0.003891260518296623,0.5673473493612312,0.11324104709270125,0,1.772772786486894,1.0925437150935288e-09,1.7510469776352242,19660.089831196867,21,ok,0.00034313733257905466,PASS
FT3,7.973621181653456e-05,h3_phase=0.0501,0.0005296525310618746,0.5999758463829958,0.015895214840663696,0,0.0010750031136018366,0.7459039491163801,0.0,0.05012574664019542,0,0.0024320606370088504,0.8880882412141218,0.10483749875754222,0,1.772772786486894,1.0925437150935288e-09,1.7510469776352242,19660.089831196867,21,ok,0.000626178643506951,FAIL
FT4,5.4664175698878254e-05,h3_phase=0.0525,0.0004034058361942704,0.5705353180846343,0.02602876399409708,0,0.0010275321600480573,0.7458146758642946,0.0,0.052453425890233385,0,0.0028488268988601574,0.9246036548469079,0.1306130455335306,0,1.772772786486894,1.0925437150935288e-09,1.7510469776352242,19660.089831196867,21,ok,9.283695191556278e-05,FAIL
FT8,7.372594752922232e-05,,0.00045409452870525156,0.546198999927531,0.012206733026391192,0,0.001109742838844874,0.5731574751793608,0.0,0.03652121184940804,0,0.0038456630157422894,0.7374085078628886,0.10617536179763022,0,1.772772786486894,1.0925437150935288e-09,1.7510469776352242,19660.089831196867,21,ok,0.00047356480563944995,PASS
FT2,0.00013441725505670228,h2_phase=0.1038;h3_phase=0.3157;h4_phase=0.3085,0.003956496157965668,0.9879690172014888,0.10380665110511657,0,0.00640291489105718,0.8774167588773765,0.0,0.3156845478266406,0,0.006582792294434031,0.8413439291821748,0.3084746606894101,0,1.6492539654951544,1.3041180251000838e-12,169.95729314154875,24.933709358452248,22,ok,0.0006619802044890763,FAIL
FT3,0.00045173514157759696,h3_phase=0.1693;h4_phase=0.2176,0.005773753336251042,0.9978664304979671,0.04298856400326767,0,0.007286686820722149,0.991586490076889,0.0,0.16926010869167285,0,0.005822530491175929,0.9678756893844853,0.21762880786359998,0,1.6492539654951544,1.3041180251000838e-12,169.95729314154875,24.933709358452248,22,ok,0.002379381603706188,FAIL
FT4,9.755193617246506e-05,h2_phase=0.0961;h3_phase=0.3447;h4_phase=0.5932,0.0047093128969536375,0.9933034813828714,0.09608389931564676,0,0.011189555066450356,0.977812739521562,0.0,0.3447381111910771,0,0.01206824652479125,0.9396506514986486,0.5931502992286615,0,1.6492539654951544,1.3041180251000838e-12,169.95729314154875,24.933709358452248,22,ok,0.0003019760433587405,FAIL
FT8,0.00015429488805669217,h3_phase=0.0739;h4_phase=0.2377,0.002799162332001334,0.9988042611783463,0.04835671706099465,0,0.0034131255561993487,0.9953982172621204,0.0,0.07391400326445113,0,0.007011910584873838,0.987354156098268,0.23772951734407677,0,1.6492539654951544,1.3041180251000838e-12,169.95729314154875,24.933709358452248,22,ok,0.001049380843261876,FAIL
FT2,2.213932801215842e-06,,8.633945546705434e-06,0.7245347550548235,0.0003423340147663545,0,4.6742940660855626e-05,0.9209335076954028,0.0,0.0026229963702681935,0,0.00028535544493108004,0.9954129363243135,0.00938459039813555,0,1.4832217389252038,1.3496787321040386e-10,5.838388094020621,116275.75129504962,23,ok,1.4431953774003901e-05,PASS
FT3,2.5742384218710224e-06,,1.1208210771631527e-05,0.7502113441487863,0.00045136876718698815,0,6.400284169362626e-05,0.8907853951129182,0.0,0.0016543777927558595,0,0.0005132423989699466,0.98184453121855,0.01776448768968031,0,1.4832217389252038,1.3496787321040386e-10,5.838388094020621,116275.75129504962,23,ok,2.6137854142146745e-05,PASS
FT4,7.600105654087354e-07,,1.1568942346184043e-05,0.810440114566945,0.00036328979087019153,0,4.9813213779246434e-05,0.967243535439106,0.0,0.0023177053039518114,0,0.0003181446198438384,0.9977409334785591,0.00471288995723862,0,1.4832217389252038,1.3496787321040386e-10,5.838388094020621,116275.75129504962,23,ok,1.8186519320909448e-06,PASS
FT8,2.590000930858651e-06,,6.954901194778398e-06,0.7780636277991159,0.00034186679908559947,0,5.938753408813346e-05,0.9374592361765345,0.0,0.002474741415518622,0,0.0002811869125411009,0.9964852525545329,0.006947546511694381,0,1.4832217389252038,1.3496787321040386e-10,5.838388094020621,116275.75129504962,23,ok,2.0239587851538684e-05,PASS
