dataset,dc_nrmse,fail_reason,h2_amp_err,h2_live_fraction,h2_phase_err,h2_weak,h3_amp_err,h3_live_fraction,h3_peak_shift,h3_phase_err,h3_weak,h4_amp_err,h4_live_fraction,h4_phase_err,h4_weak,p_E0_eff,p_gamma,p_k0,p_kf,sample,status,total_nrmse,verdict
FT3,3.084457080848343e-06,,7.210584166188942e-05,1.0,9.978768203078303e-05,0,0.0002210483061470722,1.0,0.0,0.0004730215056500952,0,0.0004972836663020765,0.9132885149551145,0.0026786930322448836,0,1.4430218262132257,1.369179529443931e-09,2.8792043814732415,36.87454084291943,3,ok,3.624653762854705e-05,PASS
FT4,2.990698552368859e-07,,9.148916815092077e-06,1.0,5.9652875592952626e-05,0,1.71393356952494e-05,0.9961676550082698,0.0,0.0007633434111815607,0,7.316481800784532e-05,1.0,0.0002958468092024713,0,1.4430218262132257,1.369179529443931e-09,2.8792043814732415,36.87454084291943,3,ok,3.112611628981517e-06,PASS
FT8,3.189618874730684e-06,,8.070434453057371e-05,1.0,0.00011174191340157513,0,0.00019710348813064933,1.0,0.0,0.0004356919253747371,0,0.0005217565713116673,0.9461555185158345,0.002617765872106492,0,1.4430218262132257,1.369179529443931e-09,2.8792043814732415,36.87454084291943,3,ok,2.8732912318554838e-05,PASS
FT2,8.15892101440008e-05,,0.00012789542299348913,0.9943265265063876,0.0006986907794299668,0,0.00021984993317105095,1.0,7.605076811190159e-06,0.002385756785310389,0,0.0006509402622153391,0.9972839754551855,0.003970929694747661,0,1.3584581990260631,4.207710869075816e-09,125.33681223428104,1.296428708638018,4,ok,0.00040686276899109093,PASS
FT3,7.867150669877099e-05,,0.00011843023494496419,0.9950887645424903,0.0004685758962570397,0,0.00021081545498932353,1.0,0.0,0.0003081899184307346,0,0.000434987480317506,0.9972625900728634,0.0007140680980743941,0,1.3584581990260631,4.207710869075816e-09,125.33681223428104,1.296428708638018,4,ok,0.00047340008781344446,PASS
FT4,7.914080846057907e-05,,0.0003898942719384066,0.9933438218564686,0.006204956566107533,0,0.00011613912014133752,1.0,0.0,0.01632038726846785,0,0.0007586349031188981,0.9960062931138811,0.007026013325262093,0,1.3584581990260631,4.207710869075816e-09,125.33681223428104,1.296428708638018,4,ok,0.00021796118664590397,PASS
FT8,9.206568197004387e-05,,0.00011510439770699367,0.9948909341256613,0.0004231025337850802,0,0.00021239311099832854,1.0,0.0,0.0007958505336370658,0,0.0004403877074144579,0.9973548807884629,0.001673241881385068,0,1.3584581990260631,4.207710869075816e-09,125.33681223428104,1.296428708638018,4,ok,0.0004332645685821108,PASS
FT2,0.0001706531756326029,h2_phase=0.0694;h3_phase=0.0949;h4_phase=0.3047,0.0017697081748533029,0.5727391610501962,0.06944671233006172,0,0.004971121920219979,0.5355396841364047,0.0,0.0948541172057964,0,0.014043633623386004,0.5414143446333367,0.30469909730725275,0,1.7529237604234367,4.3351712387277843e-11,8.051475419823166,266074.69746890705,5,ok,0.000694495435766372,FAIL
FT3,0.00022111082070148635,h2_phase=0.0682;h3_phase=0.1493;h4_phase=0.3462,0.0016732533662991921,0.8809629241978987,0.06819215884734087,0,0.002795252494425173,0.863854112153295,0.0,0.14934941143975533,0,0.01011542006304516,0.9741958858339036,0.34621519311044885,0,1.7529237604234367,4.3351712387277843e-11,8.051475419823166,266074.69746890705,5,ok,0.001996219052252303,FAIL
FT4,0.00022614506178787245,h3_phase=0.1623;h4_phase=0.9657,0.0017279503821146676,0.5372140868933801,0.04759562716653376,0,0.0036299323663338484,0.6826414942111421,0.0,0.1623398565334574,0,0.010809330304505423,0.8899108475533503,0.9656858418028882,0,1.7529237604234367,4.3351712387277843e-11,8.051475419823166,266074.69746890705,5,ok,0.00034108697698559653,FAIL
