feature,k0_1,k0_2,k0_3,k0_4,k0_pre,gamma,G_OH,G_O,scaling_OOH_OH,E0_pre,Cdl,Ru,A
DC shape[35],-3.0215600666643484e-05,-8.728550782590567e-07,0.004675215849180763,-4.1493918050981825e-07,-0.0005884251833751865,0.006317079078506408,0.0415128542514204,-0.042787431111466205,-0.040483304045737835,-0.001429027849611023,-0.19695871297942308,0.00022403560572653952,0.002511185324121131
DC shape[36],-9.238203215005909e-06,-6.795148704899753e-07,0.005851949834319772,1.924631540773387e-07,-0.0005957061961461226,0.005985750290344706,0.0488244728496643,-0.05159688924868178,-0.05030904441320688,-0.006358318176522964,0.5316616922329876,0.0003787401745769004,0.0040102025803952146
DC shape[37],2.0710003099205608e-07,-1.1693763940567056e-06,0.007199324798531366,-1.738389886047677e-07,0.00024379573294415412,0.008257114813804041,0.06262719090272398,-0.06111811763447678,-0.06151655539057312,-0.0011618422592563822,0.5460697535314033,0.00038433608957007487,0.003734444861581625
DC shape[38],-1.773415470404341e-05,-3.496890278891335e-07,0.008615554803622562,9.471962749929575e-08,0.0004333664534489735,0.009986031387303454,0.07361998908280452,-0.07109262328546831,-0.07326074974768,0.001107358658104895,-0.20121788680395267,0.00034880256907821847,0.003481290459681479
DC shape[39],-8.012977834086645e-06,1.0592270243865845e-07,0.010123831255900387,3.711131599954031e-07,-0.0003490925991098626,0.010329995505619612,0.0799390125405621,-0.08143324610164404,-0.08575756646793563,0.0008420559066378018,-0.12018695611626273,0.000466943528122861,0.004767116285570856
DC shape[40],3.401398862000329e-05,1.3693143085562265e-07,0.01175918507054654,-3.465122212575179e-08,-0.00014847549298178738,0.012389867000074937,0.08992556613646957,-0.0919463532809339,-0.0993542574778353,0.001729538105408483,0.1722297999779502,0.0005618452865407466,0.005549138202360347
DC shape[41],1.9606132112532545e-05,7.56653455205847e-07,0.013429375360063465,-2.469955654510592e-07,0.00032994307879952617,0.014109146095701958,0.10492831209280169,-0.10235904945382676,-0.11326443337859732,0.0018731635337080382,-6.159683825435045e-05,0.0005889597780695715,0.0058933249348524985
DC shape[42],-2.7612399935426098e-05,1.5794229107764378e-06,0.015109048870935688,2.2611233839452268e-07,-7.577461475139837e-05,0.015264646818646583,0.11758758952024058,-0.11236579546462819,-0.12729688349751572,0.0031987599862653734,0.07303900295438608,0.0006686242804526826,0.006850299665058808
DC shape[43],-4.2875386630162946e-06,2.8182148909541966e-06,0.016810577267522466,-1.4480443640368084e-09,-7.683881380340578e-07,0.017057543435235564,0.12407177313239838,-0.1218811658311193,-0.14156401158258977,0.0032643936688157797,0.032390422571042084,0.0007381634322573022,0.007410429107941383
DC shape[44],3.582450708438895e-05,3.4311085167021467e-06,0.01848712267029305,1.6419763502254637e-07,0.00013796139882565512,0.018616412159237462,0.13250273946464172,-0.13097616412538682,-0.15566535634841694,0.0025882581750813973,-0.16115927403483965,0.0008006192047344407,0.007939354862815074
DC shape[45],1.2119532025696102e-05,4.459057929214433e-06,0.02013867067509235,2.1448232225942296e-07,-2.0128126519817922e-05,0.02021852938059317,0.1441087294194783,-0.13958764856004238,-0.1695893073289671,0.0030168771093342967,0.00671676344916382,0.0008795149921397505,0.008849562820008372
DC shape[46],-2.5848688854675447e-05,5.061884088368407e-06,0.021765130439102897,8.519783061836777e-08,4.217479618990177e-05,0.021781939860127723,0.15062692012713677,-0.1475337522298323,-0.183342889228372,0.0028718498478672175,0.12648902466511194,0.0009432588310392849,0.009580240470936523
DC shape[47],-8.274038008740922e-06,6.2051563008016826e-06,0.023340105632827485,-3.323544612891168e-07,5.4902170702763594e-05,0.02318560330858596,0.15661820684181482,-0.15465748756624034,-0.19672031918865449,0.0022562589666210073,-0.03501579062402006,0.001000190939666001,0.010054885849813554
DC shape[48],2.7687996902010338e-05,7.215006793385357e-06,0.024860226349701017,-2.42986854626682e-07,1.3082926661170279e-05,0.024659463483468792,0.1637094855957524,-0.16099270541287652,-0.20964418827464953,0.0018677769748821115,-0.14898480415074106,0.0010650032466131968,0.010608494601472335
DC shape[49],1.1759415408888327e-05,8.029388493901436e-06,0.026326220459636514,-1.3114558473106302e-07,6.120656412594925e-06,0.02614117222647628,0.1687402928656412,-0.1667164039548756,-0.22215246149567242,0.001707367429810839,-0.09330527042270284,0.0011321041342944942,0.011370641478181313
DC shape[50],-2.3659821535635068e-05,9.738987262466414e-06,0.02774742649914414,3.821996598767067e-07,1.5121919149512713e-05,0.027491624501918704,0.17362744141734354,-0.17196757107033248,-0.234298662591114,0.0014412560180117287,0.056129821238961444,0.001189418067259106,0.012048473224137725
DC shape[51],-1.1858894913040129e-05,1.0408874695820912e-05,0.02911547519429753,2.7009748111244197e-07,1.7893995587990382e-05,0.028738984446437115,0.17800097229824882,-0.17669958400573985,-0.2460256376397574,0.0009491438923641575,-0.07670105594900781,0.0012390632947428771,0.012468569745218509
DC shape[52],2.2804868149926314e-05,1.2028948408529092e-05,0.03042183203542099,-5.606209876686868e-07,2.9834539969783932e-06,0.03000488488109893,0.1816102088356577,-0.1807253574704128,-0.25725161597417484,0.0005705253916573877,-0.1289897612539196,0.0012936639299775123,0.012911700281011943
DC shape[53],1.3855484475021133e-05,1.1872176334757244e-05,0.031667217323488886,4.032230535587923e-09,-7.122328896797628e-06,0.031284539833118574,0.1847658283967482,-0.18397353034465813,-0.2679803344868156,0.0005293497719440778,-0.12285291090836194,0.0013522905799932628,0.013572602891270626
DC shape[54],-2.131959687814316e-05,1.3670157942903112e-05,0.03285751895470624,-2.7975675597882116e-07,1.7883653161050586e-06,0.03245064862355978,0.18725881413415793,-0.186633577934533,-0.27826343296832634,0.0004960370548635116,0.0013200513136952506,0.0014025602593523163,0.014179618397076295
