feature,k0_1,k0_2,k0_3,k0_4,k0_pre,gamma,G_OH,G_O,scaling_OOH_OH,E0_pre,Cdl,Ru,A
DC shape_raw[2714],1.5559683246107794e-05,1.5365444714249203e-07,5.503013192062192e-06,-3.421018778324416e-07,-0.00016630421730028897,0.006123351521165795,0.0063252879424993925,-0.00010980796128744956,-6.064066499196688e-05,-0.008151113324881457,2.0758117432871446,0.00026742330154272756,0.009499005956936372
DC shape_raw[2715],0.00011404651490757453,1.6859105257149105e-07,5.473193458485528e-06,-3.4970523735687653e-07,1.4748819272300573e-05,0.006042625210589115,0.007063580471612238,-0.00011035502560895134,-6.04670846440473e-05,-0.008270040803743096,1.8010392138585336,0.0002888573296642264,0.00907347264982694
DC shape_raw[2716],0.00021358951778011891,1.839445333398901e-07,5.444815294089783e-06,-3.561832975380039e-07,0.00019933714997556973,0.005957511777154239,0.007811879424120413,-0.00011086258778570037,-6.028660304738651e-05,-0.008407388570340126,1.5234578340251,0.000303170814223914,0.00862954962523679
DC shape_raw[2717],0.00031389252425466845,1.996882492819165e-07,5.418618124379152e-06,-3.61557986548741e-07,0.0003873324443950136,0.005867886351670209,0.008567107808129366,-0.00011132680696000266,-6.010362456495786e-05,-0.008565057793663905,1.2437361454055988,0.0003061208414199819,0.008167344163165616
DC shape_raw[2718],0.0004146633922560431,2.1579229102977369e-07,5.395327134579482e-06,-3.6585365468805924e-07,0.0005785849112973832,0.005773614084750301,0.009326095759824331,-0.00011174386433781721,-5.9922497286849096e-05,-0.008744656328905637,0.962500462938383,0.00030800673756107243,0.007686959357727946
DC shape_raw[2719],0.0005156155452630456,2.3222342779522133e-07,5.3756465774571425e-06,-3.690965639836194e-07,0.0007729228383759557,0.005674551679363451,0.010085599286448806,-0.00011211000022271736,-5.974747088478937e-05,-0.008947490263190833,0.680331723264268,0.00030884929252088044,0.007188496264526526
DC shape_raw[2720],0.0006164693990613857,2.489450726943517e-07,5.360253269864315e-06,-3.7131438937565784e-07,0.0009701522869998116,0.005570549126946087,0.01084231962499918,-0.00011242155116121016,-5.9582655810855016e-05,-0.009174557975275456,0.39776302044790574,0.0003086743584613493,0.006672056686861013
DC shape_raw[2721],0.0007169536658205957,2.6591728007499304e-07,5.349790341056558e-06,-3.7253575094410627e-07,0.0011700569482067397,0.005461451632461867,0.011592923079230858,-0.00011267498687904524,-5.9431984296408906e-05,-0.009426546736094821,0.11527784500782051,0.0003075125527852176,0.006137746574949524
DC shape_raw[2722],0.0008168065275175136,2.830967629913781e-07,5.344861288564532e-06,-3.727897721763939e-07,0.001372398164846999,0.005347101711529268,0.012334061193591385,-0.00011286694659768663,-5.9299173460334966e-05,-0.009703831857254418,-0.16669096555889013,0.0003053989285903638,0.005585680004027382
DC shape_raw[2723],0.0009157766722128147,3.004369453540356e-07,5.346024394180939e-06,-3.72105672567832e-07,0.0015769151234531192,0.0052273414406591254,0.013062391119991683,-0.00011299427447499568,-5.918769094424676e-05,-0.010006478374647937,-0.44776156407035717,0.0003023726155449318,0.0050159836892514995
DC shape_raw[2724],0.00101362418822498,3.1788803724218363e-07,5.353787562149158e-06,-3.705124005165284e-07,0.0017833252179751849,0.005102014839687494,0.013774596031580025,-0.00011305405371201398,-5.910072339606696e-05,-0.010334245234688759,-0.7276027265984623,0.00029847643433942916,0.004428801987682768
DC shape_raw[2725],0.0011101213127908552,3.353971468101332e-07,5.368603615188172e-06,-3.680383090483694e-07,0.0019913245861229428,0.004970970363780365,0.01446740543725375,-0.0001130436391257448,-5.9041148078488733e-05,-0.010686591931280277,-1.0059327952607633,0.0002937564880826939,0.003824302330499583
DC shape_raw[2726],0.0012050530333762432,3.529084166582278e-07,5.390866100229589e-06,-3.6471087265886916e-07,0.0022005888175786028,0.004834063480846813,0.01513761525119836,-0.0001129606877589466,-5.9011507922345074e-05,-0.01106268752266638,-1.282517953737078,0.0002882617341869355,0.003202681022039367
DC shape_raw[2727],0.0012982175413417242,3.703631966607371e-07,5.420905640529278e-06,-3.6055645664755044e-07,0.002410773831913266,0.004691159308902461,0.015782107473504624,-0.00011280318730113888,-5.901399022361789e-05,-0.011461421939241793,-1.557169864334586,0.00028204354044102364,0.002564169336232303
DC shape_raw[2728],0.0013894265392263342,3.877002442049949e-07,5.458986866430377e-06,-3.556001327088004e-07,0.002388338507834368,0.0045421352868743785,0.016397869340879716,-0.00011256948199771007,-5.90504092078309e-05,-0.011881419475530862,-1.8297427037701577,0.0002751552290849694,0.0019090398357687
DC shape_raw[2729],0.0014785054043844,4.0485595561082704e-07,5.5053059556152984e-06,-3.498655443426621e-07,0.0022997318217260463,0.004386883851542336,0.016982011810362584,-0.00011225829582098471,-5.9122192600253265e-05,-0.012321054343371992,-2.1001296396464992,0.0002676516127876255,0.0012376128347598052
DC shape_raw[2730],0.0015652932131878863,4.217646301008322e-07,5.55998880313108e-06,-3.4337482640283317e-07,0.0022151295303115674,0.004225315092762132,0.0175317872440297,-0.00011186875263975956,-5.923037233931272e-05,-0.012778468147356104,-2.368258796471744,0.0002595885264793683,0.0005502629219267563
DC shape_raw[2731],0.001649642631359695,4.3835875864636566e-07,5.623089840307408e-06,-3.3614857316256655e-07,0.002134847705058372,0.004057359358867881,0.018044606168847104,-0.00011140039321050583,-5.9375579517850516e-05,-0.013251589129442765,-2.634088765604228,0.0002510223590096866,-0.00015257454152371348
DC shape_raw[2732],0.0017314196773378784,4.545693452958484e-07,5.694591512298298e-06,-3.282058547614168e-07,0.0020591734192698576,0.0038829697841537337,0.018518052992743766,-0.00011085318877642998,-5.955804355838555e-05,-0.01373815301637169,-2.89760371814851,0.00024200958858365402,-0.0008703970372185552
DC shape_raw[2733],0.001810503366757354,4.7032625187116106e-07,5.77440441157486e-06,-3.1956428470542875e-07,0.001988362747672472,0.0037021247106204932,0.018949900566051704,-0.00011022755117023043,-5.9777595624101114e-05,-0.014235725291666917,-3.1588081837488153,0.00023260632588051694,-0.0016026287070656391
DC shape_raw[2734],0.0018867852472716365,4.85558567471214e-07,5.862368084364097e-06,-3.102401328014629e-07,0.0019226389495641972,0.0035148299767495945,0.019338123486277652,-0.00010952433926910289,-6.003367625972915e-05,-0.014741724703782955,-3.417721562183599,0.00022286786867476398,-0.0023486144619714656
DC shape_raw[2735],0.001960168833918077,5.001950038106146e-07,5.9582524757011636e-06,-3.002484800992527e-07,0.0018621908502179298,0.003321121046893315,0.01968091005372684,-0.00010874486174237485,-6.032534708004736e-05,-0.015253447813003498,-3.6743724382018788,0.00021284827166158593,-0.0031076144701386015
DC shape_raw[2736],0.0020305689561225465,5.141643053604073e-07,6.061760024881917e-06,-2.896034174173397e-07,0.0018071714339562782,0.0031210649559904303,0.019976672795881927,-0.0001078908760252972,-6.065130644911081e-05,-0.01576809437249624,-3.928792770429829,0.00020259993504429845,-0.00387879911155818
DC shape_raw[2737],0.002097911028177891,5.273956831310105e-07,6.1725283701989045e-06,-2.783182767625013e-07,0.0017576966608761357,0.002914762045660712,0.02022405748930448,-0.00010696458354332026,-6.100990894600428e-05,-0.016282793333403545,-4.181012028493477,0.00019217321525796363,-0.004661244482617135
DC shape_raw[2738],0.002162130255655108,5.398192574323362e-07,6.290133650968341e-06,-2.6640589708176235e-07,0.0017138445177055034,0.00270234746937094,0.020421950619307974,-0.00010596862114539467,-6.139918839542688e-05,-0.01679462925975687,-4.4310513522323784,0.0001816160610015646,-0.005453928531137207
DC shape_raw[2739],0.0022231707906659685,5.513665174232973e-07,6.414094369979993e-06,-2.5387891927590943e-07,0.0016756543116616786,0.002483992446186485,0.02056948522955531,-0.00010490604887787122,-6.181688424004995e-05,-0.017300668937022545,-4.678917806407208,0.00017097367751365398,-0.006255727897708243
DC shape_raw[2740],0.0022809848492386384,5.619707849100569e-07,6.543875779090639e-06,-2.407501013602692e-07,0.0016431262144921408,0.00225990524469298,0.020666045125899295,-0.00010378033412778161,-6.226047093359414e-05,-0.017797987957339403,-4.924598804598584,0.0001602882217687924,-0.007065415533767686
DC shape_raw[2741],0.002335531804232052,5.715676871214607e-07,6.67889474410314e-06,-2.2703265171690846e-07,0.0016162210621206983,0.002030331880946285,0.02071126741135632,-0.0001025953322965406,-6.272719008702319e-05,-0.01828369706591938,-5.168056772863947,0.00014959853099208613,-0.007881659160731823
DC shape_raw[2742],0.0023867772672654403,5.800956279768498e-07,6.81852505459853e-06,-2.1274057756007426e-07,0.0015948604135199184,0.001795556516725515,0.020705043341557837,-0.00010135526415140574,-6.321408499369108e-05,-0.01875496805587132,-5.409224122920334,0.00013893988658590612,-0.008703020627528667
DC shape_raw[2743],0.0024346921730101522,5.874962586685947e-07,6.96210311170063e-06,-1.9788903470366822e-07,0.0015789268705695776,0.0015559015469949896,0.02064751750280606,-0.00010006469002087477,-6.371803718052288e-05,-0.01920905900330004,-5.647998600102724,0.00012834381524605537,-0.009527956216218955
DC shape_raw[2744],0.0024792518789466347,5.937149390618597e-07,7.10893395464364e-06,-1.8249468411300376e-07,0.0015682646588035436,0.0013117273681730692,0.020539085327341302,-9.872848109991013e-05,-6.423580461277879e-05,-0.019643338640820376,-5.884239068338585,0.0001178379287111569,-0.010354817937118128
DC shape_raw[2745],0.002520435293276864,5.987011966273573e-07,7.258297557271961e-06,-1.6657603571033482e-07,0.001562680467021939,0.0010634318216871219,0.020380388972834767,-9.73517880534426e-05,-6.47640611141642e-05,-0.020055309675192323,-6.117761789842438,0.00010744580324425056,-0.01118185584592442
DC shape_raw[2746],0.0025582240431581745,6.024091613207354e-07,7.409455349312211e-06,-1.5015378923367586e-07,0.0015619445419120242,0.0008114493101824531,0.02017231160531653,-9.594000722481744e-05,-6.529943665484832e-05,-0.02044263086426335,-6.348337252015169,9.71868995920383e-05,-0.012007221406022815
DC shape_raw[2747],0.002592601694743446,6.047979927182879e-07,7.561656885665966e-06,-1.3325115426307632e-07,0.0015657920318971857,0.0005562495867543612,0.019915970136441693,-9.449874471747096e-05,-6.583855799788477e-05,-0.020018422406428437,-6.5756875883699015,8.707652380978062e-05,-0.012828971909395406
DC shape_raw[2748],0.0026235530357494896,6.05832277068825e-07,7.714146613766225e-06,-1.1589414564530364e-07,0.001573924572637076,0.00029833622056359317,0.01961270647739226,-9.303377868493915e-05,-6.637808936379225e-05,-0.019377265104120404,-6.799484634521905,7.712582897643072e-05,-0.013645075959447028
DC shape_raw[2749],0.0026510634303408883,6.054824070079316e-07,7.86617066985273e-06,-9.811185767481197e-08,0.0015860121047912444,3.8244745211467304e-05,0.019264077382393132,-9.155102013654786e-05,-6.691477263873782e-05,-0.018712429735995798,-7.019348653005053,6.734185746762268e-05,-0.014453420008783436
DC shape_raw[2750],0.0026751182551389926,6.037249255690807e-07,8.016983640160906e-06,-7.993670058425044e-08,0.0016016949129283925,-0.00022345950078330986,0.018871842965078354,-9.005647260759205e-05,-6.744546670830156e-05,-0.018024010925089515,-7.234847754832281,5.772762309399388e-05,-0.015251815934578496
DC shape_raw[2751],0.002695702424054716,6.005428415499957e-07,8.165855227747587e-06,-6.140460270238813e-08,0.0016205858728148095,-0.00048618382913076194,0.01843795398023653,-8.855619104246961e-05,-6.796718551970226e-05,-0.017312251869961423,-7.445498037223068,4.8282232065883684e-05,-0.016038009623674895
DC shape_raw[2752],0.002712800008461827,5.959259089702848e-07,8.312076759440654e-06,-4.255516800023936e-08,0.0016422728927387145,-0.0007493109374419534,0.017964537972242737,-8.70562402645908e-05,-6.847713447673396e-05,-0.016577540905096336,-7.650764450122702,3.9001041405199285e-05,-0.016809690529207347
DC shape_raw[2753],0.0027263939579940315,5.898708652066223e-07,8.454967474458132e-06,-2.343179464469426e-08,0.001666321533056475,-0.001012201907599835,0.016686682651491657,-8.556265338632557e-05,-6.89727447641259e-05,-0.015820406617980357,-7.850062396363244,2.9875853097650147e-05,-0.017564502150364314
DC shape_raw[2754],0.0027364659259261647,5.823816297927978e-07,8.593880537270148e-06,-4.081735714424431e-09,0.001692277786792701,-0.0012741994464057422,0.01527138198461399,-8.408139050848205e-05,-6.945170526039808e-05,-0.01504151159324451,-8.042760062452507,2.0895141970652623e-05,-0.01830005337691808
DC shape_raw[2755],0.002742996201778237,5.734694597044129e-07,8.728208714193479e-06,1.544388161224624e-08,0.0017196710028807762,-0.0010804466936247873,0.013844187686835992,-8.261829811705868e-05,-6.991199169314571e-05,-0.01424164486675528,-8.228181469211913,1.2044314987706911e-05,-0.019013930630650707
DC shape_raw[2756],0.0027459637523913867,5.631530522881026e-07,8.857389671094154e-06,3.5090097790960676e-08,0.0017480169325321644,-0.0008373657666876351,0.012408761272446237,-8.117906947091276e-05,-7.035189272220855e-05,-0.01342171318408435,-8.405610223298039,3.3059993802375246e-06,-0.019703710726628777
DC shape_raw[2757],0.0027453463713541094,5.514586065256667e-07,8.980910834223366e-06,5.4798213972502195e-08,0.0017768208782567108,-0.0005960857302097061,0.010968778358606617,-7.976920639631115e-05,-7.077003269237405e-05,-0.012582731168644168,-8.574293944194848,-5.3396432100461e-06,-0.019859206833994978
DC shape_raw[2758],0.002741120935268815,5.384198293386546e-07,9.09831377430333e-06,7.450594098290604e-08,0.0018055809242368442,-0.0003573146474128418,0.009527909086613265,-7.839398275082562e-05,-7.116539079246634e-05,-0.011725810514093398,-8.73344933223656,-1.3914579627579702e-05,-0.019030607365404562
DC shape_raw[2759],0.002733263763983269,5.240778910450951e-07,9.209198076789345e-06,9.414760662099269e-08,0.0018337912260970805,-0.0001217537466481148,0.008089798609527623,-7.705840994547003e-05,-7.153731642414556e-05,-0.010852148324144799,-8.882267837703022,-2.244254838278106e-05,-0.01818602057970798
DC shape_raw[2760],0.002721751080584642,5.084813288719161e-07,9.313224655957747e-06,1.1365441592813017e-07,0.001860945337626965,0.00010990642354799092,0.0066580477889522345,-7.57672047471106e-05,-7.188554060498536e-05,-0.009963014729867494,-9.019921882936949,-3.09486865260311e-05,-0.01732626487364355
DC shape_raw[2761],0.0027065595656481484,4.916858963301593e-07,9.410118495139437e-06,1.329547685419124e-07,0.0018865395516548652,0.00033698983202192477,0.005236194242042386,-7.452475974661925e-05,-7.221018327322677e-05,-0.009059739920434885,-9.145571584059086,-3.945914376172712e-05,-0.016452201186487315
DC shape_raw[2762],0.0026876669990195893,4.737543606458858e-07,9.499670773900956e-06,1.5197462819972913e-07,0.0019100762321282367,0.0005588387660970534,0.0038276938770687016,-7.333511661612133e-05,-7.251175642191142e-05,-0.00814370072769176,-9.25837191224608,-4.800068745414648e-05,-0.015564733398253186
DC shape_raw[2763],0.0026650529812375597,4.5475624564270744e-07,9.581740383338055e-06,1.70637940760238e-07,0.0019310671144433756,0.0007748175670033925,0.0024359030519389823,-7.220194249832061e-05,-7.279116301099769e-05,-0.0072163069078751115,-9.357480229956746,-5.660030224747751e-05,-0.014664808458223037
DC shape_raw[2764],0.0025098484168179945,4.3476752281706564e-07,9.656254799534987e-06,1.8886710252446948e-07,0.0019490365512551666,0.0009843162705566052,0.0010640614849671474,-7.112850965879003e-05,-7.304969162662248e-05,-0.006278987265580969,-9.442064132058613,-6.52847880628648e-05,-0.013753416224986523
DC shape_raw[2765],0.0022893218575334986,4.1387025279915923e-07,9.723210319917959e-06,2.0658347090730387e-07,0.001963524681325308,0.0011867541244230807,-0.00028472395892868235,-7.011767861503639e-05,-7.3289006993727e-05,-0.0053331757652397005,-9.51130951805928,-7.408036024172699e-05,-0.01283158900177042
DC shape_raw[2766],0.0020686718212649864,3.921521743213396e-07,9.782671659213394e-06,2.2370791554053324e-07,0.001974090499491192,0.0013815829539388512,-0.0016074944905887635,-6.917188483793523e-05,-7.351113633759232e-05,-0.004380297774154993,-9.564428818460605,-8.301225557707507e-05,-0.011900400753258636
DC shape_raw[2767],0.00184821648778949,3.697062486432342e-07,9.834770910904426e-06,2.40161400761798e-07,0.0019803148064971915,0.0015682903493569966,-0.0029014535196748023,-6.829312915950857e-05,-7.371845182214048e-05,-0.0034217565786924713,-9.600669295310166,-9.210434791583739e-05,-0.010960965993060283
DC shape_raw[2768],0.0016282657350517532,3.4663015655541804e-07,9.879705893236426e-06,2.55865604149309e-07,0.0019818030182786354,0.001746402648533299,-0.004163979579584124,-6.748297195934278e-05,-7.39136491133138e-05,-0.002458920311310317,-9.61932133485638,-0.00010137877692345956,-0.010014438333864444
DC shape_raw[2769],0.001409120800959233,3.2302575673323075e-07,9.917737880388332e-06,2.707435505439234e-07,0.0019781878152408654,0.001915487690446013,-0.0053926379651934924,-6.674253115842805e-05,-7.409972239715228e-05,-0.0014931094208841718,-9.619726650036243,-0.00011085559347994982,-0.009062008695462786
DC shape_raw[2770],0.001191074015371126,2.9899849872498494e-07,9.949188766779455e-06,2.847202707413389e-07,0.0019691316132422706,0.0020751573165500767,-0.00572974549095878,-6.607248400945537e-05,-7.427993599168135e-05,-0.0005255848124534567,-9.60128630929101,-0.00012055242502264118,-0.00810490316899179
DC shape_raw[2771],0.0009744085978809619,2.7465680852893037e-07,9.974437673968629e-06,2.9772346758532526e-07,0.0019543288392171094,0.002225069598781946,-0.0050215432063996325,-6.547307268562645e-05,-7.445779288428582e-05,0.000442463225123512,-9.563468508588358,-0.00013048416396980358,-0.007144380538989088
DC shape_raw[2772],0.0007593985165367219,2.5011143565742025e-07,9.993917040508767e-06,3.096841861726414e-07,0.0019335079957872607,0.0023649307750445783,-0.004327336167789119,-6.494411356107314e-05,-7.46370004991779e-05,0.0014099251937196382,-9.505816005931154,-0.00014066268215247738,-0.006181729468274496
DC shape_raw[2773],0.0005463084021813856,2.25474774982733e-07,1.0008108245330588e-05,3.2053748255033457e-07,0.0019064335007019798,0.0024944968752138564,-0.0036490725913444206,-6.448501011744161e-05,-7.482143401567025e-05,0.0023757815625234328,-3.2430042236357477,-0.00015109657394402924,-0.005218265353828644
DC shape_raw[2774],0.0003353935127878875,-2.008601717249789e-07,-1.0017536782678371e-05,-3.302230855602283e-07,0.001872907288567073,0.0026135750230511126,-0.002988536676781585,6.409476931731379e-05,7.501509761107542e-05,0.0033391108569715,9.32959234641471,-0.0001617909305263517,-0.004255326865322019
DC shape_raw[2775],0.0001268997418561403,-1.7638119601352584e-07,-1.0022767068501548e-05,-3.386860341503471e-07,0.0018327701640186414,0.0027220244019375756,-0.0023473419506720504,6.377202130329788e-05,7.522208402021213e-05,0.004299096581749476,9.210540128473706,-0.00017274714744793158,-0.003294272181033858
DC shape_raw[2776],-7.89363352263275e-05,-1.5215091799664982e-07,-1.0024396900779323e-05,-3.458772991989881e-07,0.0017859028972793732,0.002819756874939945,-0.0017269259779303357,6.351504219253364e-05,7.544653281412132e-05,0.005255032911456524,9.070702364518679,-0.0001839627673383715,-0.002336474939141425
DC shape_raw[2777],-0.0002818873830853521,-1.2828116513387708e-07,-1.002305164497907e-05,-3.517543699782878e-07,0.0017322270548813775,0.0029067372524864635,-0.0011285464566577936,6.332177980317284e-05,7.569258779065775e-05,0.006206329095282734,8.910088937502357,-0.00019543135932904005,-0.0013833199254220097
DC shape_raw[2778],-0.00048173520277770257,-1.0488178305178769e-07,-1.0019378197415088e-05,-3.562818025161599e-07,0.0016717055602502467,0.0029829832036968903,-0.0005532787004544483,6.318988198664123e-05,7.596435396864656e-05,0.00715251253489095,8.728817599569252,-0.00020714243640768517,-0.00043619852126354616
DC shape_raw[2779],-0.0006782706089429308,-8.205989639981926e-08,-1.0014038780644993e-05,-3.59431725333748e-07,0.0016043429807523157,0.0030485648103054817,-2.014501292660467e-06,6.311672738168368e-05,7.626585453578332e-05,0.008093230508046067,8.527117029711398,-0.00021908141159996574,0.0005034960614210453
DC shape_raw[2780],-0.0008712932937867225,-5.991917683299412e-08,-1.0007704638472407e-05,-3.611842951573587e-07,0.0015301855398042635,0.003103603764955016,0.0005245376447947937,6.309945821157518e-05,7.660098827074865e-05,0.0090282505240772,8.305329038361272,-0.00023122959352706363,0.0014343737291699914
DC shape_raw[2781],-0.0010606116838047916,-3.8559133060697925e-08,-1.0001049685652575e-05,-3.615280901327573e-07,0.0014493208545712187,0.0031482722185732373,0.0010258509774697935,6.31350148945855e-05,7.69734878140434e-05,0.009957459310673577,8.063909881701763,-0.00024356422154797041,0.0023550526084214667
DC shape_raw[2782],-0.0012460427948836176,-1.807440925588775e-08,-9.99474417370208e-06,-3.604604517804378e-07,0.0013618774017771203,0.003182791284364672,0.0015015776157944122,6.322017206509494e-05,7.738687924017278e-05,0.010880860445088212,7.803430655743296,-0.000256058540342305,0.0032641642659702523
DC shape_raw[2783],-0.0014274120911213,1.4458850127691759e-09,-9.989448438736723e-06,-3.579877454024416e-07,0.0012680237160408187,0.003207429208787962,0.0019515444540443658,6.33515757514648e-05,7.784444334817269e-05,0.011798570656022998,7.5245767486004524,-0.0002686819134500167,0.004160359013161898
DC shape_raw[2784],-0.0013607992286459828,1.9918813051713606e-08,-9.985806783761534e-06,-3.541255640220132e-07,0.0011679673271084276,0.0032224992226094528,0.002375747867075087,6.352578127173955e-05,7.834917905560647e-05,0.012710814835322526,7.228146338193825,-0.00028139997493987947,0.005042311257139526
DC shape_raw[2785],-0.0012659424627191203,3.7268218064494164e-08,-9.984441558801448e-06,-3.4889884351082534e-07,0.001061953444147598,0.0032283570877815275,0.002774347291266581,6.37392915836905e-05,7.890376929589358e-05,0.013617919811241582,6.915047929630073,-0.00029417481804987005,0.00590872486123833
DC shape_raw[2786],-0.0011693412564591792,5.34252880975076e-08,-9.985947494106294e-06,-3.423419090510378e-07,0.0009502633970838772,0.003225398358396113,0.0031476577550378776,6.39885956711794e-05,7.951054976812072e-05,0.014520306946738823,6.5862969377642555,-0.00030696521931807414,0.006758338475859071
DC shape_raw[2787],-0.0010712424453299006,6.832907246783701e-08,-9.990886337415005e-06,-3.344984344295998e-07,0.0008332128466677127,0.0032140553763444174,0.003496141440181445,6.427020664852881e-05,8.017148085901935e-05,0.015418483637706976,6.2430113261020495,-0.00031972689641603135,0.007589930800560073
DC shape_raw[2788],-0.000971905292984148,8.192695693716782e-08,-9.999781847908639e-06,-3.254213217028887e-07,0.0007111497765525824,0.003194794024517635,0.003820398361699285,6.458069921627386e-05,8.088812305884869e-05,0.01631303379628456,5.8864063247869565,-0.0003324127976039316,0.008402325738044059
DC shape_raw[2789],-0.0008716004906127401,9.417507255049298e-08,-1.0013115194136614e-05,-3.151724980793912e-07,0.0005844522821971432,0.0031681102624043843,0.004121156259511268,6.491674614004595e-05,8.166161611514469e-05,0.01658100631769777,5.517788257145823,-0.00034497342045176845,0.009194397400821435
DC shape_raw[2790],-0.0007706090178310069,1.0503865746453476e-07,-1.0031320795319815e-05,-3.0382262357878583e-07,0.0004535261728007672,0.0031345264707602627,0.004399259800158052,6.527515340926218e-05,8.249266218200036e-05,0.016633029362152236,5.138547513115455,-0.0003573571572181923,0.009965074931911537
DC shape_raw[2791],-0.0006692208713702329,1.144923534003493e-07,-1.0054782648175363e-05,-2.9145072522889023e-07,0.00031880240374082764,0.0030945876336116777,0.00465565919058386,6.565289377135624e-05,8.338151313003028e-05,0.01671627293747668,4.7501507164048675,-0.0003695106640495229,0.01071334710182499
DC shape_raw[2792],-0.0005677336693095824,1.2252043534955187e-07,-1.0083831170169208e-05,-2.7814374066844795e-07,0.00018073435814137595,0.0030488573872209193,0.004891398308991049,6.604713832255175e-05,8.432796218491332e-05,0.016830116452735352,4.354132139564638,-0.0003813792509524975,0.011438266645263064
DC shape_raw[2793],-0.00046645113992669555,1.2911698193519885e-07,-1.0118740587635758e-05,-2.639959869172181e-07,3.9794997185817446e-05,0.0029979139667482197,0.005107602459918386,6.645528591121858e-05,8.533134000038923e-05,0.016973635088580886,3.9520844285171868,-0.0003929072893184453,0.012138954302566956
DC shape_raw[2794],-0.0003656815056124238,1.3428596833590503e-07,-1.0159726891926974e-05,-2.491085547245376e-07,-0.00010352610035432646,0.0029423460821963003,0.005305465861792432,6.68749900413236e-05,8.639051523046835e-05,0.01714560313861189,3.545648705446764,-0.00040403863362270645,0.01281460253280527
DC shape_raw[2795],-0.0002657357734674112,1.3804129465648123e-07,-1.0206946382504761e-05,-2.3358862712579417e-07,-0.0002487257882108961,0.0028827487558137467,0.005486238975411142,6.730418308683846e-05,8.750389963443328e-05,0.017344499570503314,3.136504124330501,-0.0004147170538012982,0.01346447886756555
DC shape_raw[2796],-0.00016692594539198858,1.4040674289228122e-07,-1.0260494804651748e-05,-2.1754873440481176e-07,-0.0003952904706304261,0.0028197191534355685,0.005651215781106414,6.774109759233195e-05,8.866945766529185e-05,0.017568515766488334,2.726356959923857,-0.00042488667471544576,0.012718834398973877
DC shape_raw[2797],-6.956316145394807e-05,1.414158567308963e-07,-1.032040709070915e-05,-2.011059427210268e-07,-0.0005426992662187225,0.0027538524422781427,0.005801721110738034,6.81842844767773e-05,8.988472051118714e-05,0.017815565386829695,2.316929315620754,-0.00043449241905097987,0.011855549350480624
DC shape_raw[2798],2.6044208732671057e-05,1.411117592673824e-07,-1.0386657704773166e-05,-1.8438099243703047e-07,-0.0006904271953478716,0.002685737707475151,0.005939098138192117,6.863262797884769e-05,9.114680444551199e-05,0.018083296284727983,1.9099475400380905,-0.00044348044997032186,0.010993345545602376
DC shape_raw[2799],0.00011959251113166441,1.3954688780047368e-07,-1.0459161579200121e-05,-1.674973842276918e-07,-0.0008379483687835969,0.0026159539591057114,0.0060646961286725245,6.908535728236752e-05,9.245243334764462e-05,0.018369104386379686,1.5071304454263095,-0.00045179860983445415,0.010135615798737797
DC shape_raw[2800],0.00021078477277310616,1.367826679128905e-07,-1.0537775642646273e-05,-1.505804220165707e-07,-0.0009847391553209485,0.002545066260694407,0.006179858543008332,6.954205462353042e-05,9.37979652188728e-05,0.01867014943596151,1.1101774238858617,-0.00045939685134433215,0.009285682929603793
DC shape_raw[2801],0.0002993326709688995,1.3288911532301936e-07,-1.0622300907022882e-05,-1.337562249376258e-07,-0.0011302813065167357,0.0024736220090958052,0.006285911588261909,7.00026599676002e-05,9.517942240294794e-05,0.018983372492370247,0.7207565593972252,-0.00046622765751317145,0.008446779404473987
DC shape_raw[2802],0.00038495848928691456,1.27944372497832e-07,-1.0712485101853821e-05,-1.1715071448974594e-07,-0.0012740650170192417,0.0024021473943829294,0.006384153300319703,7.046747209816511e-05,9.65925253139076e-05,0.01930551505216666,0.3404928346253009,-0.0004722464469725817,0.007622027533200176
DC shape_raw[2803],0.00046739704310988403,1.220341775600314e-07,-1.080802582252548e-05,-1.0088857962523041e-07,-0.0014155918996304662,0.002331144066792727,0.006475843237920623,7.093714622379365e-05,9.803272928089926e-05,0.01963313966227365,-0.02904346890543754,-0.00047741196123926414,0.006814420372405962
DC shape_raw[2804],0.0005463975575772671,1.152512831696777e-07,-1.0908574162756308e-05,-8.509224156415674e-08,-0.001554377854960348,0.002261086035998147,0.0065621928607604635,7.141268811648262e-05,9.94952642519968e-05,0.019962651875700926,-0.38634807840701574,-0.00048168663071450666,0.00602680348083664
DC shape_raw[2805],0.0006217254808571364,1.0769480811120973e-07,-1.1013738788730016e-05,-6.988081065948769e-08,-0.0016899558164511076,0.002192416825985263,0.006644356656868289,7.189544483843326e-05,0.00010097517691294754,0.02029032339485035,-0.7299936488135755,-0.00048503691636805007,0.0052618576669358885
DC shape_raw[2806],0.00069316421595075,9.946954392602621e-08,-1.112309041069182e-05,-5.5369064368836095e-08,-0.0016841093089688215,0.00212554690659634,0.006723424076795791,7.238709220620404e-05,0.00010246737488574748,0.020612316239157814,-1.0586401988400551,-0.00048743362425716403,0.004522082861976413
DC shape_raw[2807],0.0007605167547266997,9.068520960075959e-08,-1.1236166622129472e-05,-4.1666434957221475e-08,-0.0015331473607170885,0.002060851420445427,0.006800412323869036,7.28896190988014e-05,0.00010396667256572357,0.020924707767345736,-1.3710449732082797,-0.0004888521902545901,0.0038097832439067886
