sample,harmonic,lsoda_success,cn_success,lsoda_time_s,cn_time_s,current_nrmse,dc_nrmse,global_relative_strength,global_resolved,lockin_relative_strength,lockin_resolved,global_amplitude_relative_error,global_phase_error_rad,lockin_amplitude_nrmse,lockin_phase_rmse_rad,peak_shift_v
11,4,True,True,4.71300700499998,0.09965937399999802,1.1747979642343115e-05,3.017740638706867e-07,0.0021784687580224562,False,0.007059607895943423,False,4.660906950274779e-05,0.000187141825714221,0.00016150679129533387,0.0009314353529815473,0.0
11,5,True,True,4.71300700499998,0.09965937399999802,1.1747979642343115e-05,3.017740638706867e-07,0.00017114284902022326,False,0.002526223062698495,False,0.0013326252115932766,0.0013799034109853725,0.0007160646600253717,0.0010859626294489042,0.0
11,6,True,True,4.71300700499998,0.09965937399999802,1.1747979642343115e-05,3.017740638706867e-07,7.360691818570744e-05,False,0.0013041572995974064,False,0.005778393870862822,0.005474682595954405,0.0016814693738317918,0.0018242099595977875,0.0
11,7,True,True,4.71300700499998,0.09965937399999802,1.1747979642343115e-05,3.017740638706867e-07,3.644696988367388e-05,False,0.0009085772733162094,False,0.005841986594738515,0.0002721804933476513,0.0027219944426601704,0.024212607821724668,0.0
12,0,False,True,0.024862928999993983,0.09511273800001163,nan,nan,nan,False,nan,False,nan,nan,nan,nan,nan
13,1,True,True,5.685662382000004,0.1102865290000068,1.8286956954271258e-05,6.261661301173979e-07,1.0,True,1.0,True,2.3034400159516896e-06,2.5328597588192277e-06,3.730462489028166e-06,1.534957220039304e-05,0.0
13,2,True,True,5.685662382000004,0.1102865290000068,1.8286956954271258e-05,6.261661301173979e-07,0.1685518517563951,True,0.17003345388291324,True,5.876859612156073e-05,0.00013144461564751353,6.780789040172873e-05,0.00014455019654818307,0.0
13,3,True,True,5.685662382000004,0.1102865290000068,1.8286956954271258e-05,6.261661301173979e-07,0.004251447666163216,False,0.05021887258268527,True,0.00014392652396181442,0.0004032266268285678,0.0003282424650693572,0.0003858522561184467,0.0
13,4,True,True,5.685662382000004,0.1102865290000068,1.8286956954271258e-05,6.261661301173979e-07,0.005317487151004173,False,0.02453998603901287,True,0.0007258634514460167,0.0005764149787994555,0.0006390998226418479,0.0008200125013162965,0.0
13,5,True,True,5.685662382000004,0.1102865290000068,1.8286956954271258e-05,6.261661301173979e-07,0.0008606965555214349,False,0.01468927488841471,False,0.001747721751416729,0.00042376720184567057,0.0010096940694126718,0.0018485119461140347,0.0
13,6,True,True,5.685662382000004,0.1102865290000068,1.8286956954271258e-05,6.261661301173979e-07,0.0004226210408628474,False,0.009429570545680744,False,0.005547656154060502,0.0018411312211491504,0.0016978096952661263,0.007262583183833816,0.0
13,7,True,True,5.685662382000004,0.1102865290000068,1.8286956954271258e-05,6.261661301173979e-07,0.00037724295761972247,False,0.006319936837478323,False,0.0063241694282207,0.0012824211538382535,0.0023648388421894577,0.006523418382811695,0.0
14,1,True,True,7.694878778999993,0.10189315899998519,7.608155818422831e-05,1.1745940345293574e-06,1.0,True,1.0,True,0.00017542843649937868,2.330423650959146e-05,0.00010753270763452292,5.5694131627277273e-05,0.0
14,2,True,True,7.694878778999993,0.10189315899998519,7.608155818422831e-05,1.1745940345293574e-06,0.22814468449379102,True,0.5250724752555433,True,0.00022983532186122665,0.0004891140859606402,0.0004248598739016776,0.00021236842310361852,0.0
14,3,True,True,7.694878778999993,0.10189315899998519,7.608155818422831e-05,1.1745940345293574e-06,0.07258480980308656,True,0.3721745833758994,True,2.583535526326568e-05,0.0010984691564049909,0.000816660248778093,0.0006924309627248609,0.0
14,4,True,True,7.694878778999993,0.10189315899998519,7.608155818422831e-05,1.1745940345293574e-06,0.0227640363966557,True,0.27647908501346685,True,0.0013454804012024155,0.0003117350495335236,0.0015324432263278858,0.000886019718602158,0.0
14,5,True,True,7.694878778999993,0.10189315899998519,7.608155818422831e-05,1.1745940345293574e-06,0.003502512289985205,False,0.19653156275259354,True,0.0023479285297673094,0.000353041351093708,0.0020792912014633786,0.0012027396137045154,0.0
14,6,True,True,7.694878778999993,0.10189315899998519,7.608155818422831e-05,1.1745940345293574e-06,0.000318103257844913,False,0.13405519768208693,True,0.009954081393889673,3.624054358675188e-05,0.0029727830549485298,0.002941119717597092,0.0
14,7,True,True,7.694878778999993,0.10189315899998519,7.608155818422831e-05,1.1745940345293574e-06,9.139590029869443e-05,False,0.0918834695450869,True,0.007907722147707246,0.01317804851034121,0.0036375637166707274,0.0036188553486728573,0.0
15,1,True,True,5.238740836999995,0.10171205599999666,2.291225556103014e-05,6.429047841659312e-07,1.0,True,1.0,True,4.4724022094781883e-07,8.701009694744855e-06,1.3714974760693193e-06,5.540054072478728e-05,0.0
